SMPLDATETIME,STNCODE,USRCODES,Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,WQI,WQI_Class
2004-05-27 05:30:00,deldswq,05:30:00,24.6,0.18,0.1,52.8,4.4,0.08,6.9,0.012,34.927683007631956,Good
2004-05-27 06:00:00,deldswq,06:00:00,24.6,0.18,0.1,53.0,4.4,0.09,6.9,0.013,34.93790812194782,Good
2004-05-27 06:30:00,deldswq,06:30:00,24.5,0.18,0.1,54.4,4.5,0.09,6.9,0.013,34.675234534979154,Good
2004-05-27 07:00:00,deldswq,07:00:00,24.5,0.18,0.1,54.1,4.5,0.09,6.9,0.015,34.67998831619618,Good
2004-05-27 07:30:00,deldswq,07:30:00,24.5,0.19,0.1,54.7,4.6,0.09,6.9,0.018,34.43892101366882,Good
2004-05-27 08:00:00,deldswq,08:00:00,24.5,0.19,0.1,55.0,4.6,0.09,6.9,0.017,34.43990764750632,Good
2004-05-27 08:30:00,deldswq,08:30:00,24.5,0.19,0.1,55.5,4.6,0.08,6.9,0.015,34.43963856555064,Good
2004-05-27 09:00:00,deldswq,09:00:00,24.5,0.19,0.1,55.7,4.7,0.09,6.9,0.015,34.16600238038756,Good
2004-05-27 09:30:00,deldswq,09:30:00,24.5,0.19,0.1,58.2,4.9,0.09,6.9,0.015,33.66581935230554,Good
2004-05-27 10:00:00,deldswq,10:00:00,24.5,0.19,0.1,56.9,4.8,0.09,6.9,0.014,33.909049276476686,Good
2004-05-27 10:30:00,deldswq,10:30:00,24.5,0.19,0.1,59.4,5.0,0.1,6.9,0.015,33.41460666344919,Good
2004-05-27 11:00:00,deldswq,11:00:00,24.5,0.19,0.1,60.8,5.1,0.09,6.9,0.016,33.1736190889087,Good
2004-05-27 11:30:00,deldswq,11:30:00,24.7,0.19,0.1,62.1,5.2,0.09,6.9,0.01,32.92209745410323,Good
2004-05-27 12:00:00,deldswq,12:00:00,25.1,0.19,0.1,66.3,5.5,0.09,6.9,0.01,32.24569587481288,Good
2004-05-27 12:30:00,deldswq,12:30:00,25.3,0.19,0.1,70.0,5.8,0.08,6.9,0.019,31.57785508811251,Good
2004-05-27 13:00:00,deldswq,13:00:00,25.5,0.19,0.1,70.9,5.8,0.08,6.9,0.012,31.589744524154252,Good
2004-05-27 13:30:00,deldswq,13:30:00,25.6,0.19,0.1,74.0,6.1,0.08,6.9,0.018,30.875282797132627,Good
2004-05-27 14:00:00,deldswq,14:00:00,25.8,0.19,0.1,80.7,6.6,0.08,7.0,0.019,28.546975830749805,Good
2004-05-27 14:30:00,deldswq,14:30:00,25.6,0.19,0.1,82.1,6.7,0.07,7.0,0.019,28.26835664640747,Good
2004-05-27 15:00:00,deldswq,15:00:00,25.6,0.18,0.1,87.3,7.1,0.1,7.0,0.023,27.289058710773364,Good
2004-05-27 15:30:00,deldswq,15:30:00,25.6,0.18,0.1,90.2,7.4,0.09,7.0,0.026,26.536945441953172,Good
2004-05-27 16:00:00,deldswq,16:00:00,25.8,0.19,0.1,93.5,7.6,0.09,7.1,0.025,27.212801808876414,Good
2004-05-27 16:30:00,deldswq,16:30:00,25.8,0.19,0.1,89.4,7.3,0.09,7.0,0.019,26.795214057647375,Good
2004-05-27 17:00:00,deldswq,17:00:00,25.8,0.19,0.1,88.1,7.2,0.09,7.0,0.02,27.049924811927568,Good
2004-05-27 17:30:00,deldswq,17:30:00,25.6,0.18,0.1,82.0,6.7,0.08,7.0,0.024,28.288438133099934,Good
2004-05-27 18:00:00,deldswq,18:00:00,25.4,0.18,0.1,78.1,6.4,0.08,7.0,0.018,28.96901546570251,Good
2004-05-27 18:30:00,deldswq,18:30:00,25.2,0.18,0.1,74.9,6.2,0.09,7.0,0.025,29.46179375700414,Good
2004-05-27 19:00:00,deldswq,19:00:00,25.1,0.19,0.1,71.0,5.9,0.09,7.0,0.013,30.130252435602745,Good
2004-05-27 19:30:00,deldswq,19:30:00,25.0,0.18,0.1,66.4,5.5,0.09,7.0,0.018,31.145966129238964,Good
2004-05-27 20:00:00,deldswq,20:00:00,24.9,0.19,0.1,63.3,5.2,0.09,6.9,0.021,33.044041410018345,Good
2004-05-27 20:30:00,deldswq,20:30:00,24.8,0.19,0.1,63.2,5.2,0.08,6.9,0.018,33.00863221785045,Good
2004-05-27 21:00:00,deldswq,21:00:00,24.7,0.19,0.1,60.1,5.0,0.08,6.9,0.013,33.450713475502184,Good
2004-05-27 21:30:00,deldswq,21:30:00,24.6,0.19,0.1,60.6,5.0,0.08,6.9,0.023,33.50338377682708,Good
2004-05-27 22:00:00,deldswq,22:00:00,24.6,0.19,0.1,59.8,5.0,0.08,6.9,0.012,33.42230041418198,Good
2004-05-27 22:30:00,deldswq,22:30:00,24.6,0.19,0.1,58.5,4.9,0.08,6.9,0.016,33.69423241362574,Good
2004-05-27 23:00:00,deldswq,23:00:00,24.5,0.19,0.1,57.9,4.8,0.08,6.9,0.042,34.09220439430997,Good
2004-05-27 23:30:00,deldswq,23:30:00,24.5,0.19,0.1,56.7,4.7,0.08,6.9,0.044,34.35489791327536,Good
2004-05-28 00:00:00,deldswq,00:00:00,24.4,0.19,0.1,56.8,4.7,0.07,6.9,0.017,34.18620345906032,Good
2004-05-28 00:30:00,deldswq,00:30:00,24.4,0.19,0.1,54.8,4.6,0.07,6.9,0.04,34.551506897125265,Good
2004-05-28 01:00:00,deldswq,01:00:00,24.3,0.19,0.1,57.0,4.8,0.06,6.9,0.039,34.02291080772303,Good
2004-05-28 01:30:00,deldswq,01:30:00,24.3,0.19,0.1,56.5,4.7,0.05,6.9,0.017,34.16353081279464,Good
2004-05-28 02:00:00,deldswq,02:00:00,24.2,0.19,0.1,55.8,4.7,0.06,6.9,0.038,34.25243748415119,Good
2004-05-28 02:30:00,deldswq,02:30:00,24.2,0.19,0.1,56.3,4.7,0.05,6.9,0.027,34.20050466670482,Good
2004-05-28 03:00:00,deldswq,03:00:00,24.2,0.19,0.1,53.9,4.5,0.05,6.9,0.048,34.82347876056246,Good
2004-05-28 03:30:00,deldswq,03:30:00,24.0,0.2,0.1,56.1,4.7,0.05,6.9,0.02,34.130324106263984,Good
2004-05-28 04:00:00,deldswq,04:00:00,24.1,0.19,0.1,54.8,4.6,0.05,6.9,0.044,34.52663176522235,Good
2004-05-28 04:30:00,deldswq,04:30:00,24.1,0.19,0.1,54.4,4.6,0.05,6.9,0.045,34.52340278175418,Good
2004-05-28 05:00:00,deldswq,05:00:00,24.0,0.19,0.1,55.8,4.7,0.06,6.9,0.015,34.0885167431499,Good
2004-05-28 05:30:00,deldswq,05:30:00,24.0,0.19,0.1,56.6,4.8,0.06,6.9,0.057,34.0694320880607,Good
2004-05-28 06:00:00,deldswq,06:00:00,23.9,0.19,0.1,56.4,4.8,0.05,6.9,0.026,33.871048924735575,Good
2004-05-28 06:30:00,deldswq,06:30:00,23.8,0.2,0.1,57.5,4.9,0.04,6.9,0.032,33.64246901815148,Good
2004-05-28 13:00:00,deldswq,13:00:00,25.1,0.18,0.1,83.8,6.9,0.24,7.0,0.011,27.618205275026106,Good
2004-05-28 13:30:00,deldswq,13:30:00,25.1,0.18,0.1,84.1,6.9,0.24,7.0,0.012,27.630672738972642,Good
2004-05-28 14:00:00,deldswq,14:00:00,25.2,0.18,0.1,85.1,7.0,0.24,7.1,0.012,28.516492527546234,Good
2004-05-28 14:30:00,deldswq,14:30:00,25.3,0.18,0.1,86.7,7.1,0.23,7.1,0.013,28.295935249640756,Good
2004-05-28 15:00:00,deldswq,15:00:00,25.3,0.18,0.1,85.8,7.0,0.23,7.1,0.012,28.548134572334604,Good
2004-05-28 15:30:00,deldswq,15:30:00,25.4,0.18,0.1,90.2,7.4,0.24,7.1,0.014,27.56174084586922,Good
2004-05-28 16:00:00,deldswq,16:00:00,25.5,0.18,0.1,92.1,7.6,0.24,7.2,0.014,28.189620896694453,Good
2004-05-28 16:30:00,deldswq,16:30:00,25.4,0.18,0.1,90.8,7.4,0.24,7.2,0.016,28.712247353079917,Good
2004-05-28 17:00:00,deldswq,17:00:00,25.4,0.18,0.1,88.8,7.3,0.25,7.2,0.015,28.939780829836376,Good
2004-05-28 17:30:00,deldswq,17:30:00,25.3,0.18,0.1,87.0,7.2,0.25,7.1,0.018,28.053243489380964,Good
2004-05-28 18:00:00,deldswq,18:00:00,25.1,0.18,0.1,83.1,6.9,0.25,7.1,0.014,28.745301652092582,Good
2004-05-28 18:30:00,deldswq,18:30:00,25.1,0.18,0.1,80.1,6.6,0.25,7.1,0.016,29.523874646554706,Good
2004-05-28 19:00:00,deldswq,19:00:00,25.0,0.18,0.1,76.7,6.3,0.26,7.1,0.016,30.266051815011437,Good
2004-05-28 19:30:00,deldswq,19:30:00,24.9,0.18,0.1,73.0,6.1,0.26,7.0,0.014,29.586328640725082,Good
2004-05-28 20:00:00,deldswq,20:00:00,24.8,0.18,0.1,70.0,5.8,0.26,7.0,0.015,30.343215622759015,Good
2004-05-28 20:30:00,deldswq,20:30:00,24.6,0.18,0.1,68.2,5.7,0.26,7.0,0.016,30.55482343413852,Good
2004-05-28 21:00:00,deldswq,21:00:00,24.6,0.18,0.1,66.1,5.5,0.27,7.0,0.015,31.05823544568872,Good
2004-05-28 21:30:00,deldswq,21:30:00,24.5,0.18,0.1,64.7,5.4,0.27,7.0,0.016,31.294758252964577,Good
2004-05-28 22:00:00,deldswq,22:00:00,24.4,0.18,0.1,62.8,5.2,0.28,7.0,0.018,31.80393061156601,Good
2004-05-28 22:30:00,deldswq,22:30:00,24.3,0.18,0.1,61.1,5.1,0.28,7.0,0.015,32.010764709731774,Good
2004-05-28 23:00:00,deldswq,23:00:00,24.3,0.18,0.1,59.6,5.0,0.28,7.0,0.017,32.266731179805156,Good
2004-05-28 23:30:00,deldswq,23:30:00,24.2,0.18,0.1,56.6,4.8,0.28,7.0,0.016,32.734016447305635,Good
2004-05-29 00:00:00,deldswq,00:00:00,24.1,0.18,0.1,57.1,4.8,0.29,6.9,0.016,33.85485417740294,Good
2004-05-29 00:30:00,deldswq,00:30:00,24.0,0.18,0.1,56.6,4.8,0.29,6.9,0.016,33.82769683187592,Good
2004-05-29 01:00:00,deldswq,01:00:00,23.9,0.18,0.1,54.3,4.6,0.29,6.9,0.016,34.31641896184563,Good
2004-05-29 01:30:00,deldswq,01:30:00,23.8,0.18,0.1,55.6,4.7,0.29,6.9,0.015,34.045762610191765,Good
2004-05-29 02:00:00,deldswq,02:00:00,23.7,0.18,0.1,54.4,4.6,0.3,6.9,0.017,34.292510531783485,Good
2004-05-29 02:30:00,deldswq,02:30:00,23.6,0.18,0.1,53.6,4.5,0.3,6.9,0.016,34.531006606734344,Good
2004-05-29 03:00:00,deldswq,03:00:00,23.5,0.18,0.1,54.2,4.6,0.31,6.9,0.018,34.26187505282933,Good
2004-05-29 03:30:00,deldswq,03:30:00,23.4,0.18,0.1,54.9,4.7,0.31,6.9,0.017,33.97776460339143,Good
2004-05-29 04:00:00,deldswq,04:00:00,23.2,0.18,0.1,54.8,4.7,0.32,6.9,0.017,33.94363105901343,Good
2004-05-29 04:30:00,deldswq,04:30:00,23.1,0.18,0.1,55.0,4.7,0.32,6.9,0.016,33.92642974584658,Good
2004-05-29 05:00:00,deldswq,05:00:00,23.0,0.18,0.1,53.8,4.6,0.33,6.9,0.016,34.16169683732927,Good
2004-05-29 05:30:00,deldswq,05:30:00,22.9,0.18,0.1,54.1,4.7,0.33,6.9,0.016,33.87435740442321,Good
2004-05-29 06:00:00,deldswq,06:00:00,22.8,0.18,0.1,54.8,4.7,0.34,6.9,0.017,33.87984866951876,Good
2004-05-29 06:30:00,deldswq,06:30:00,22.7,0.18,0.1,55.9,4.8,0.34,6.9,0.018,33.61618844871259,Good
2004-05-29 07:00:00,deldswq,07:00:00,22.7,0.18,0.1,55.8,4.8,0.35,6.9,0.018,33.61394609908192,Good
2004-05-29 07:30:00,deldswq,07:30:00,22.7,0.18,0.1,61.1,5.3,0.35,6.9,0.017,32.33644579233095,Good
2004-05-29 08:00:00,deldswq,08:00:00,22.8,0.18,0.1,64.8,5.6,0.35,6.9,0.017,31.60099567276624,Good
2004-05-29 08:30:00,deldswq,08:30:00,22.9,0.18,0.1,67.3,5.8,0.35,6.9,0.018,31.122498657112395,Good
2004-05-29 09:00:00,deldswq,09:00:00,23.0,0.18,0.1,71.0,6.1,0.35,7.0,0.015,29.2442557130665,Good
2004-05-29 09:30:00,deldswq,09:30:00,23.2,0.18,0.1,73.8,6.3,0.36,7.0,0.019,28.8056525888419,Good
2004-05-29 10:00:00,deldswq,10:00:00,23.4,0.18,0.1,78.4,6.7,0.36,7.0,0.015,27.805246668684408,Good
2004-05-29 10:30:00,deldswq,10:30:00,23.6,0.18,0.1,81.5,6.9,0.36,7.1,0.018,28.49320175761492,Good
2004-05-29 11:00:00,deldswq,11:00:00,23.8,0.18,0.1,84.0,7.1,0.36,7.1,0.017,28.0191695092257,Good
2004-05-29 11:30:00,deldswq,11:30:00,24.1,0.18,0.1,90.6,7.6,0.36,7.1,0.015,26.81291612473994,Good
2004-05-29 12:00:00,deldswq,12:00:00,24.4,0.18,0.1,95.9,8.0,0.36,7.1,0.021,25.90155639991601,UFC
2004-05-29 12:30:00,deldswq,12:30:00,24.6,0.18,0.1,100.2,8.3,0.36,7.2,0.018,26.30385630966306,Good
2004-05-29 13:00:00,deldswq,13:00:00,24.9,0.18,0.1,106.3,8.8,0.36,7.2,0.019,25.103612422187503,UFC
2004-05-29 13:30:00,deldswq,13:30:00,25.1,0.18,0.1,109.6,9.0,0.36,7.3,0.018,25.773090550161278,UFC
2004-05-29 14:00:00,deldswq,14:00:00,25.2,0.18,0.1,114.6,9.4,0.35,7.3,0.019,24.794410506425404,Excellent
2004-05-29 14:30:00,deldswq,14:30:00,25.3,0.18,0.1,116.2,9.5,0.35,7.4,0.017,25.682203562673998,UFC
2004-05-29 15:00:00,deldswq,15:00:00,25.4,0.18,0.1,118.5,9.7,0.35,7.5,0.021,26.342014672239983,Good
2004-05-29 15:30:00,deldswq,15:30:00,25.3,0.18,0.1,117.7,9.7,0.35,7.4,0.02,25.17681828344881,UFC
2004-05-29 16:00:00,deldswq,16:00:00,25.3,0.18,0.1,114.9,9.5,0.35,7.4,0.018,25.658793432529787,UFC
2004-05-29 16:30:00,deldswq,16:30:00,25.0,0.18,0.1,111.7,9.2,0.35,7.4,0.019,26.37930452055505,Good
2004-05-29 17:00:00,deldswq,17:00:00,24.7,0.18,0.1,105.7,8.8,0.35,7.3,0.019,26.183838708973756,Good
2004-05-29 17:30:00,deldswq,17:30:00,24.5,0.18,0.1,97.0,8.1,0.35,7.3,0.016,27.886488042165304,Good
2004-05-29 18:00:00,deldswq,18:00:00,24.2,0.18,0.1,90.3,7.6,0.35,7.2,0.019,27.970667912757296,Good
2004-05-29 18:30:00,deldswq,18:30:00,24.0,0.18,0.1,83.1,7.0,0.36,7.1,0.017,28.309000441721402,Good
2004-05-29 19:00:00,deldswq,19:00:00,23.9,0.18,0.1,77.5,6.5,0.36,7.1,0.017,29.55808768715217,Good
2004-05-29 19:30:00,deldswq,19:30:00,23.7,0.18,0.1,73.8,6.2,0.36,7.1,0.018,30.28333262439774,Good
2004-05-29 20:00:00,deldswq,20:00:00,23.6,0.18,0.1,69.7,5.9,0.36,7.1,0.021,31.02703459060333,Good
2004-05-29 20:30:00,deldswq,20:30:00,23.5,0.18,0.1,66.0,5.6,0.36,7.1,0.015,31.728042219840923,Good
2004-05-29 21:00:00,deldswq,21:00:00,23.4,0.19,0.1,62.5,5.3,0.36,7.0,0.017,31.360264528407868,Good
2004-05-29 21:30:00,deldswq,21:30:00,23.3,0.19,0.1,58.7,5.0,0.36,7.0,0.018,32.099212713396426,Good
2004-05-29 22:00:00,deldswq,22:00:00,23.1,0.19,0.1,56.3,4.8,0.36,7.0,0.016,32.558266066252756,Good
2004-05-29 22:30:00,deldswq,22:30:00,23.0,0.19,0.1,54.9,4.7,0.36,7.0,0.018,32.80052928858313,Good
2004-05-29 23:00:00,deldswq,23:00:00,22.9,0.19,0.1,53.8,4.6,0.36,7.0,0.022,33.061000389914575,Good
2004-05-29 23:30:00,deldswq,23:30:00,22.8,0.19,0.1,52.4,4.5,0.36,7.0,0.02,33.280301952026875,Good
2004-05-30 00:00:00,deldswq,00:00:00,22.7,0.19,0.1,51.2,4.4,0.36,6.9,0.017,34.62391937766361,Good
2004-05-30 00:30:00,deldswq,00:30:00,22.6,0.19,0.1,47.3,4.1,0.36,6.9,0.021,35.37784645818506,Good
2004-05-30 01:00:00,deldswq,01:00:00,22.5,0.19,0.1,49.2,4.3,0.35,6.9,0.02,34.84252331989082,Good
2004-05-30 01:30:00,deldswq,01:30:00,22.4,0.19,0.1,47.8,4.1,0.35,6.9,0.018,35.339945766427526,Good
2004-05-30 02:00:00,deldswq,02:00:00,22.4,0.19,0.1,46.3,4.0,0.35,6.9,0.018,35.584431406391865,Good
2004-05-30 02:30:00,deldswq,02:30:00,22.3,0.19,0.1,45.9,4.0,0.35,6.9,0.021,35.57673765565907,Good
2004-05-30 03:00:00,deldswq,03:00:00,22.2,0.19,0.1,40.4,3.5,0.35,6.9,0.019,36.816586420611486,Good
2004-05-30 03:30:00,deldswq,03:30:00,22.1,0.19,0.1,43.9,3.8,0.35,6.9,0.018,36.03901999198358,Good
2004-05-30 04:00:00,deldswq,04:00:00,22.1,0.19,0.1,41.6,3.6,0.35,6.9,0.017,36.53794730427243,Good
2004-05-30 04:30:00,deldswq,04:30:00,22.0,0.19,0.1,43.4,3.8,0.36,6.9,0.019,36.017603061511075,Good
2004-05-30 05:00:00,deldswq,05:00:00,21.9,0.19,0.1,43.4,3.8,0.36,6.8,0.02,37.13296945850955,Good
2004-05-30 05:30:00,deldswq,05:30:00,21.9,0.19,0.1,44.4,3.9,0.36,6.9,0.019,35.745960076019706,Good
2004-05-30 06:00:00,deldswq,06:00:00,22.0,0.19,0.1,44.7,3.9,0.36,6.9,0.019,35.768632722285396,Good
2004-05-30 06:30:00,deldswq,06:30:00,22.0,0.19,0.1,47.0,4.1,0.36,6.9,0.018,35.25822457988749,Good
2004-05-30 07:00:00,deldswq,07:00:00,22.1,0.19,0.1,48.1,4.2,0.36,6.9,0.018,35.02071513877413,Good
2004-05-30 07:30:00,deldswq,07:30:00,22.1,0.28,0.1,50.8,4.4,0.36,6.9,0.018,34.582420960498645,Good
2004-05-30 08:00:00,deldswq,08:00:00,22.3,0.29,0.1,55.6,4.8,0.36,6.9,0.022,33.63880129898812,Good
2004-05-30 08:30:00,deldswq,08:30:00,22.5,0.29,0.1,59.2,5.1,0.36,6.9,0.017,32.88835235189381,Good
2004-05-30 09:00:00,deldswq,09:00:00,22.6,0.29,0.1,63.3,5.5,0.35,6.9,0.021,31.906712406645454,Good
2004-05-30 09:30:00,deldswq,09:30:00,22.8,0.3,0.1,66.8,5.8,0.35,6.9,0.019,31.17762059403349,Good
2004-05-30 10:00:00,deldswq,10:00:00,22.8,0.29,0.1,68.8,5.9,0.35,6.9,0.021,30.949449293382084,Good
2004-05-30 10:30:00,deldswq,10:30:00,23.0,0.29,0.1,71.4,6.1,0.35,7.0,0.019,29.3463474002514,Good
2004-05-30 11:00:00,deldswq,11:00:00,23.3,0.29,0.1,75.8,6.5,0.35,7.0,0.019,28.380364038424307,Good
2004-05-30 11:30:00,deldswq,11:30:00,23.4,0.3,0.1,79.4,6.8,0.35,7.0,0.022,27.666271053341955,Good
2004-05-30 12:00:00,deldswq,12:00:00,23.4,0.29,0.1,78.5,6.7,0.34,7.0,0.02,27.90635172203181,Good
2004-05-30 12:30:00,deldswq,12:30:00,23.6,0.31,0.2,79.9,6.8,0.34,7.0,0.021,27.853522196500588,Good
2004-05-30 13:00:00,deldswq,13:00:00,23.6,0.3,0.1,85.5,7.3,0.34,7.0,0.021,26.438600738383688,Good
2004-05-30 13:30:00,deldswq,13:30:00,23.6,0.3,0.1,84.8,7.2,0.33,7.0,0.019,26.689544345284354,Good
2004-05-30 14:00:00,deldswq,14:00:00,23.6,0.29,0.1,85.1,7.2,0.33,7.0,0.021,26.70137398533594,Good
2004-05-30 14:30:00,deldswq,14:30:00,23.5,0.28,0.1,82.2,7.0,0.33,7.0,0.018,27.15304253340859,Good
2004-05-30 15:00:00,deldswq,15:00:00,23.5,0.29,0.1,80.1,6.8,0.33,7.0,0.019,27.674313614017294,Good
2004-05-30 15:30:00,deldswq,15:30:00,23.5,0.3,0.1,78.6,6.7,0.32,7.0,0.017,27.913696662822055,Good
2004-05-30 16:00:00,deldswq,16:00:00,23.5,0.29,0.1,76.2,6.5,0.32,7.0,0.018,28.415484216639808,Good
2004-05-30 16:30:00,deldswq,16:30:00,23.5,0.29,0.1,74.1,6.3,0.32,6.9,0.016,30.038727392453104,Good
2004-05-30 17:00:00,deldswq,17:00:00,23.4,0.31,0.2,71.2,6.1,0.32,6.9,0.014,30.65878144879167,Good
2004-05-30 17:30:00,deldswq,17:30:00,23.4,0.3,0.1,67.0,5.7,0.32,6.9,0.012,31.515716856579598,Good
2004-05-30 18:00:00,deldswq,18:00:00,23.3,0.28,0.1,67.8,5.8,0.32,6.9,0.013,31.232573108982486,Good
2004-05-30 18:30:00,deldswq,18:30:00,23.2,0.27,0.1,65.2,5.6,0.32,6.9,0.012,31.702449536056193,Good
2004-05-30 19:00:00,deldswq,19:00:00,23.2,0.19,0.1,63.9,5.5,0.31,6.9,0.012,31.900393963686138,Good
2004-05-30 19:30:00,deldswq,19:30:00,23.1,0.19,0.1,61.6,5.3,0.31,6.9,0.012,32.38911609365584,Good
2004-05-30 20:00:00,deldswq,20:00:00,23.0,0.19,0.1,60.8,5.2,0.31,6.9,0.013,32.63909299871573,Good
2004-05-30 20:30:00,deldswq,20:30:00,22.9,0.19,0.1,58.2,5.0,0.31,6.9,0.013,33.121088079793424,Good
2004-05-30 21:00:00,deldswq,21:00:00,22.8,0.19,0.1,56.3,4.9,0.3,6.9,0.014,33.34639913891592,Good
2004-05-30 21:30:00,deldswq,21:30:00,22.7,0.19,0.1,56.5,4.9,0.3,6.9,0.013,33.329197825749084,Good
2004-05-30 22:00:00,deldswq,22:00:00,22.6,0.19,0.1,53.2,4.6,0.3,6.8,0.011,35.187708093045075,Good
2004-05-30 22:30:00,deldswq,22:30:00,22.6,0.19,0.1,53.0,4.6,0.3,6.8,0.012,35.188963808838245,Good
2004-05-30 23:00:00,deldswq,23:00:00,22.5,0.19,0.1,49.6,4.3,0.29,6.8,0.012,35.93114097729498,Good
2004-05-30 23:30:00,deldswq,23:30:00,22.5,0.19,0.1,50.9,4.4,0.29,6.8,0.012,35.682170638069294,Good
2004-05-31 00:00:00,deldswq,00:00:00,22.4,0.19,0.1,47.9,4.2,0.29,6.8,0.012,36.1551963206243,Good
2004-05-31 00:30:00,deldswq,00:30:00,22.4,0.19,0.1,49.8,4.3,0.28,6.8,0.013,35.92542049423717,Good
2004-05-31 01:00:00,deldswq,01:00:00,22.3,0.19,0.1,48.0,4.2,0.28,6.8,0.013,36.14723348793582,Good
2004-05-31 01:30:00,deldswq,01:30:00,22.3,0.19,0.1,48.3,4.2,0.28,6.8,0.014,36.15970095188236,Good
2004-05-31 02:00:00,deldswq,02:00:00,22.2,0.19,0.1,46.5,4.1,0.28,6.8,0.014,36.38151394558101,Good
2004-05-31 02:30:00,deldswq,02:30:00,22.1,0.19,0.1,44.8,3.9,0.27,6.8,0.013,36.87794975828024,Good
2004-05-31 03:00:00,deldswq,03:00:00,22.1,0.19,0.1,46.2,4.0,0.27,6.8,0.014,36.63696218373975,Good
2004-05-31 03:30:00,deldswq,03:30:00,22.1,0.19,0.1,43.3,3.8,0.27,6.8,0.015,37.13391622835362,Good
2004-05-31 04:00:00,deldswq,04:00:00,22.1,0.19,0.1,43.1,3.8,0.27,6.8,0.017,37.14091235920131,Good
2004-05-31 04:30:00,deldswq,04:30:00,22.1,0.19,0.1,45.3,4.0,0.27,6.8,0.015,36.62252145211822,Good
2004-05-31 05:00:00,deldswq,05:00:00,22.0,0.19,0.1,45.0,3.9,0.26,6.8,0.016,36.883710105331474,Good
2004-05-31 05:30:00,deldswq,05:30:00,22.1,0.19,0.1,46.5,4.1,0.26,6.8,0.016,36.37704917831639,Good
2004-05-31 06:00:00,deldswq,06:00:00,22.0,0.19,0.1,44.7,3.9,0.26,6.8,0.015,36.87124264138494,Good
2004-05-31 06:30:00,deldswq,06:30:00,22.0,0.19,0.1,44.9,3.9,0.26,6.8,0.015,36.875727340646286,Good
2004-05-31 07:00:00,deldswq,07:00:00,22.0,0.19,0.1,43.5,3.8,0.26,6.8,0.013,37.11097450013225,Good
2004-05-31 07:30:00,deldswq,07:30:00,22.0,0.19,0.1,45.4,4.0,0.26,6.8,0.015,36.60881820437523,Good
2004-05-31 08:00:00,deldswq,08:00:00,22.0,0.19,0.1,47.6,4.2,0.26,6.8,0.014,36.096167712346656,Good
2004-05-31 08:30:00,deldswq,08:30:00,22.0,0.19,0.1,46.7,4.1,0.25,6.8,0.015,36.35984786514955,Good
2004-05-31 09:00:00,deldswq,09:00:00,22.0,0.19,0.1,47.4,4.1,0.25,6.8,0.015,36.37554431256425,Good
2004-05-31 09:30:00,deldswq,09:30:00,22.0,0.19,0.1,47.4,4.1,0.25,6.8,0.015,36.37554431256425,Good
2004-05-31 10:00:00,deldswq,10:00:00,22.0,0.19,0.1,49.2,4.3,0.25,6.8,0.014,35.853924422013,Good
2004-05-31 10:30:00,deldswq,10:30:00,22.0,0.19,0.1,49.9,4.4,0.24,6.8,0.016,35.602980815112325,Good
2004-05-31 11:00:00,deldswq,11:00:00,22.0,0.19,0.1,50.3,4.4,0.24,6.8,0.016,35.61195021363501,Good
2004-05-31 11:30:00,deldswq,11:30:00,22.0,0.19,0.1,51.5,4.5,0.23,6.8,0.018,35.37221835488771,Good
2004-05-31 12:00:00,deldswq,12:00:00,22.0,0.19,0.1,50.5,4.4,0.22,6.8,0.015,35.61069449784184,Good
2004-05-31 12:30:00,deldswq,12:30:00,22.0,0.19,0.1,52.0,4.6,0.22,6.8,0.013,35.07660714334405,Good
2004-05-31 13:00:00,deldswq,13:00:00,21.9,0.19,0.1,52.3,4.6,0.21,6.8,0.015,35.078869424971444,Good
2004-05-31 13:30:00,deldswq,13:30:00,21.9,0.19,0.1,52.6,4.6,0.22,6.8,0.015,35.085596473863454,Good
2004-05-31 14:00:00,deldswq,14:00:00,21.9,0.19,0.1,49.8,4.4,0.21,6.8,0.014,35.57331203799894,Good
2004-05-31 14:30:00,deldswq,14:30:00,21.9,0.19,0.1,51.5,4.5,0.21,6.8,0.013,35.327570682241436,Good
2004-05-31 15:00:00,deldswq,15:00:00,22.0,0.19,0.1,54.4,4.8,0.2,6.8,0.014,34.57992218068586,Good
2004-05-31 15:30:00,deldswq,15:30:00,22.0,0.19,0.1,55.5,4.9,0.2,6.8,0.014,34.32646714219885,Good
2004-05-31 16:00:00,deldswq,16:00:00,22.1,0.19,0.1,55.0,4.8,0.21,6.8,0.014,34.60932187584356,Good
2004-05-31 16:30:00,deldswq,16:30:00,22.1,0.19,0.1,55.3,4.8,0.21,6.8,0.016,34.62752975484462,Good
2004-05-31 17:00:00,deldswq,17:00:00,22.1,0.19,0.1,57.8,5.0,0.21,6.8,0.014,34.11586589665355,Good
2004-05-31 17:30:00,deldswq,17:30:00,22.1,0.19,0.1,58.6,5.1,0.21,6.9,0.014,32.73011222995689,Good
2004-05-31 18:00:00,deldswq,18:00:00,22.1,0.19,0.1,58.4,5.1,0.21,6.8,0.013,33.84545869495865,Good
2004-05-31 18:30:00,deldswq,18:30:00,22.0,0.19,0.1,56.0,4.9,0.21,6.8,0.013,34.33193847529769,Good
